porcentaje_h_mayor_90,max_mora,porcentaje_h_60_90,porcentaje_h_pago_a_tiempo,porcentaje_h_30_60,porcentaje_h_1_30,min_mora,antiguedad,centro_operacion,regional,unidad_negocio,condicion_pago,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90,centro_operacion:BELLO,centro_operacion:BUCARAMANGA,centro_operacion:CARTAGENA,centro_operacion:CHIQUINQUIRA,centro_operacion:CUCUTA,centro_operacion:MANIZALES,centro_operacion:OFICINA CENTRAL,centro_operacion:OTRO,centro_operacion:PITALITO,centro_operacion:SIBERIA,centro_operacion:VILLANUEVA,centro_operacion:YUMBO,regional:DC,regional:DN,regional:DS,regional:OC,unidad_negocio:ADM,unidad_negocio:CIL,unidad_negocio:GRN,unidad_negocio:OTRO,condicion_pago:08D,condicion_pago:15D,condicion_pago:30D,condicion_pago:60D,condicion_pago:CTD,condicion_pago:OTRO,mora_de_1_30:0,mora_de_1_30:1,mora_de_30_60:0,mora_de_30_60:1,mora_de_60_90:0,mora_de_60_90:1,mora_mayor_90:0,mora_mayor_90:1,centro_operacion:VILLANUEVA_YUMBO_BELLO,centro_operacion:CARTAGENA_BUCARAMANGA,unidad_negocio:ADM_CIL,condicion_pago:30D_CTD,condicion_pago:OTROS,min_mora_factor,max_mora_factor,porcentaje_h_60_90_factor,porcentaje_h_60_90: entre 0 y 20,porcentaje_h_60_90: entre 20 y 80,porcentaje_h_60_90: entre 80 y 100,porcentaje_h_mayor_90_factor,porcentaje_h_30_60_factor,porcentaje_h_30_60: entre 0 y 30,porcentaje_h_30_60: entre 30 y 70,porcentaje_h_30_60: entre 70 y 100,Antiguedad_factor,antiguedad: menor a 6 meses,antiguedad: entre 6 meses y 1 año,antiguedad: entre 1 y 3 años,antiguedad: entre 3 y 5 años,antiguedad: entre 5 y 6 años,antiguedad: entre 6 y 8 años,antiguedad: entre 8 y 10 años,antiguedad: entre 10 y 12 años,antiguedad: mayor a 12 años,porcentaje_h_pago_a_tiempo_factor,porcentaje_h_1_30_factor,porcentaje_h_1_30: entre 0 y 25,porcentaje_h_1_30: entre 25 y 50,porcentaje_h_1_30: entre 50 y 75,porcentaje_h_1_30: entre 75 y 100
0.51,447.0,6.43,27.36,28.32,37.34,0.0,1809,MANIZALES,DS,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,no negativo,300,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
0.0,71.0,0.0,100.0,0.0,0.0,-30.0,3644,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 10 y 12 años,0,0,0,0,0,0,0,1,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.58,96.0,9.94,76.54,3.65,9.26,-308.0,2356,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,15D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
1.49,98.0,18.8,41.16,2.21,36.32,0.0,1074,VILLANUEVA_YUMBO_BELLO,DS,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
100.0,177.0,0.0,0.0,0.0,0.0,177.0,2684,SIBERIA,DC,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,no negativo,200,0 a 20,1,0,0,"(90.0, 100.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,67.0,0.0,0.0,0.0,0.0,-4.0,535,CARTAGENA_BUCARAMANGA,DC,GRN,30D o CTD,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,24.0,0.0,0.0,0.0,100.0,24.0,455,VILLANUEVA_YUMBO_BELLO,DC,ADM_CIL,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.14,852.0,0.0,0.0,0.0,99.85,7.0,2684,SIBERIA,DC,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,no negativo,300,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.3,146.0,0.0,72.47,0.09,27.12,-119.0,2006,VILLANUEVA_YUMBO_BELLO,DS,ADM_CIL,30D o CTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
2.17,494.0,0.0,2.17,2.12,93.53,0.0,3124,CARTAGENA_BUCARAMANGA,DN,GRN,30D o CTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,no negativo,300,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 8 y 10 años,0,0,0,0,0,0,1,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
5.46,424.0,3.31,4.72,6.81,79.67,-28.0,2489,CARTAGENA_BUCARAMANGA,DN,GRN,30D o CTD,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,negativo,300,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,53.0,0.0,0.0,100.0,0.0,53.0,913,CHIQUINQUIRA,DC,GRN,30D o CTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(66.667, 100.0]",0,0,1,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,59.0,0.0,12.53,0.0,87.45,-17.0,618,VILLANUEVA_YUMBO_BELLO,DS,GRN,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,17.0,0.0,63.66,0.0,36.33,-6.0,2247,CUCUTA,DN,GRN,OTROS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,4.0,0.0,0.0,0.0,100.0,1.0,1046,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
1.81,230.0,0.0,0.0,3.08,95.1,1.0,913,CARTAGENA_BUCARAMANGA,DN,GRN,30D o CTD,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,no negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,6.0,0.0,38.42,0.0,61.57,0.0,3039,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 8 y 10 años,0,0,0,0,0,0,1,0,0,"(-0.1, 50.0]",Entre 50 y 75,0,0,1,0
0.0,61.0,33.34,33.31,0.0,33.34,-1.0,640,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,negativo,50,20 a 80,0,1,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
2.76,280.0,0.01,63.3,1.31,32.59,-43.0,3440,CARTAGENA_BUCARAMANGA,DC,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 8 y 10 años,0,0,0,0,0,0,1,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,44.0,0.0,100.0,0.0,0.0,1.0,2750,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,67.0,0.0,0.0,0.0,0.0,-4.0,1370,SIBERIA,DC,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 3 y 5 años,0,0,0,1,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,-31.0,0.0,100.0,0.0,0.0,-31.0,4166,VILLANUEVA_YUMBO_BELLO,DS,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 10 y 12 años,0,0,0,0,0,0,0,1,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,41.0,0.0,0.0,100.0,0.0,41.0,2178,VILLANUEVA_YUMBO_BELLO,DS,ADM_CIL,30D o CTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(66.667, 100.0]",0,0,1,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
30.48,510.0,0.0,23.94,0.0,45.56,0.0,2963,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,no negativo,300,0 a 20,1,0,0,"(30.0, 40.0]","(-0.1, 33.333]",1,0,0,entre 8 y 10 años,0,0,0,0,0,0,1,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
0.01,155.0,0.0,0.0,0.0,99.98,1.0,3437,VILLANUEVA_YUMBO_BELLO,DS,ADM_CIL,30D o CTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,no negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 8 y 10 años,0,0,0,0,0,0,1,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,43.0,0.0,50.0,25.54,24.45,0.0,434,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,-3.0,0.0,100.0,0.0,0.0,-3.0,976,SIBERIA,DC,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,-30.0,0.0,100.0,0.0,0.0,-30.0,1305,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 3 y 5 años,0,0,0,1,0,0,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,60.0,0.0,46.41,5.84,47.74,-303.0,669,CARTAGENA_BUCARAMANGA,DC,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
4.36,384.0,0.06,5.98,0.03,89.54,-5.0,5702,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,negativo,300,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,mayor a 12 años,0,0,0,0,0,0,0,0,1,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,12.0,0.0,11.04,0.0,88.95,0.0,541,VILLANUEVA_YUMBO_BELLO,DS,ADM_CIL,OTROS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,50.0,0.0,13.13,6.37,80.49,-1.0,4409,SIBERIA,DC,GRN,OTROS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,mayor a 12 años,0,0,0,0,0,0,0,0,1,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,4.0,0.0,96.77,0.0,3.22,-8.0,640,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,35.0,0.0,0.62,0.0,99.37,0.0,1933,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,OTROS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,22.0,0.0,73.9,0.0,26.09,-39.0,1473,CARTAGENA_BUCARAMANGA,DC,OTRO,OTROS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 3 y 5 años,0,0,0,1,0,0,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,37.0,0.0,29.34,8.08,62.56,-21.0,933,MANIZALES,DS,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 50 y 75,0,0,1,0
0.0,23.0,0.0,52.83,0.0,47.16,-6.0,2107,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,8.0,0.0,0.0,0.0,100.0,1.0,350,VILLANUEVA_YUMBO_BELLO,DS,ADM_CIL,30D o CTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 meses y 1 año,0,1,0,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,16.0,0.0,0.0,0.0,100.0,5.0,2684,CHIQUINQUIRA,DC,GRN,OTROS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 y 8 años,0,0,0,0,0,1,0,0,0,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,33.0,0.0,37.01,19.48,43.5,0.0,98,VILLANUEVA_YUMBO_BELLO,DC,ADM_CIL,30D o CTD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,menor a 6 meses,1,0,0,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
0.0,72.0,0.23,99.76,0.0,0.0,-30.0,3634,MANIZALES,DS,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 10 y 12 años,0,0,0,0,0,0,0,1,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
50.29,930.0,0.0,0.0,0.0,49.7,5.0,1856,CARTAGENA_BUCARAMANGA,DC,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,no negativo,300,0 a 20,1,0,0,"(50.0, 60.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(-0.1, 50.0]",Entre 25 y 50,0,1,0,0
0.0,67.0,0.0,0.0,0.0,0.0,-4.0,319,SIBERIA,DC,ADM_CIL,30D o CTD,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 6 meses y 1 año,0,1,0,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
0.0,77.0,1.09,50.27,6.33,42.29,-47.0,2146,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,30D o CTD,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,6.0,0.0,0.0,0.0,100.0,6.0,4634,VILLANUEVA_YUMBO_BELLO,OC,ADM_CIL,08D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,mayor a 12 años,0,0,0,0,0,0,0,0,1,"(-0.1, 50.0]",Entre 75 y 100,0,0,0,1
0.0,0.0,0.0,100.0,0.0,0.0,0.0,2082,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,no negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
0.0,36.0,0.0,51.99,0.28,47.71,-460.0,2081,CARTAGENA_BUCARAMANGA,DS,ADM_CIL,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,negativo,50,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 5 y 6 años,0,0,0,0,1,0,0,0,0,"(50.0, 100.0]",Entre 25 y 50,0,1,0,0
0.0,186.0,0.0,78.27,0.01,21.71,-9.0,4409,CARTAGENA_BUCARAMANGA,DN,ADM_CIL,08D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,mayor a 12 años,0,0,0,0,0,0,0,0,1,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
52.65,222.0,30.68,0.0,16.66,0.0,51.0,590,SIBERIA,DC,GRN,15D,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,no negativo,200,20 a 80,0,1,0,"(50.0, 60.0]","(-0.1, 33.333]",1,0,0,entre 1 y 3 años,0,0,1,0,0,0,0,0,0,"(-0.1, 50.0]",Entre 0 y 25,1,0,0,0
2.98,171.0,0.0,97.01,0.0,0.0,0.0,1141,CARTAGENA_BUCARAMANGA,DC,GRN,30D o CTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,no negativo,200,0 a 20,1,0,0,"(-0.1, 10.0]","(-0.1, 33.333]",1,0,0,entre 3 y 5 años,0,0,0,1,0,0,0,0,0,"(50.0, 100.0]",Entre 0 y 25,1,0,0,0
