centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
BUCARAMANGA,DN,CIL,08D,4000000.00,17716522.91,500.00,10306826.00,3966420065.19,3962964760.93,3455304.26,2813063.876,2810613.3056,2450.5703,7,2,80,-9,4409,9101568.00,-5646263.74,0.00,0.00,0.00,-5646263.74,3455304.26,9101568.00,73.43,26.51,0.00,0.05,0.00,100.00,0,0,0,0
